viaje_id,fecha,hora_salida,origen,destino,distancia_km,tipo_ruta,condicion_climatica,nivel_trafico,tipo_vehiculo,cantidad_paradas,es_hora_pico,es_fin_de_semana,carga_kg,tiene_refrigeracion,eta_horas,eta_minutos
VJ-10563,2022-08-18,13:00,Rosario,Cordoba,1131.5,autopista,lluvia_leve,bajo,camion_pequeno,2,0,1,7928,1,12.937,776
VJ-10564,2023-03-25,16:00,Cordoba,Mendoza,1255.9,autopista,lluvia_fuerte,alto,camion_grande,5,0,0,3912,0,37.5159,2251
VJ-10565,2023-12-27,06:00,Buenos Aires,Rosario,242.2,urbana,niebla,bajo,camion_pequeno,0,0,0,5645,0,8.2514,495
VJ-10566,2024-02-27,03:00,Tucuman,Cordoba,475.1,mixta,lluvia_fuerte,bajo,camion_grande,1,0,0,14888,0,13.7772,827
VJ-10567,2024-02-11,11:00,Cordoba,Mendoza,1004.1,autopista,lluvia_leve,bajo,camion_grande,3,0,0,8542,1,15.1297,908
VJ-10568,2024-02-28,21:00,Lomas de Zamora,Pilar,1258.3,rural,despejado,moderado,semi_trailer,4,0,0,1475,0,30.4939,1830
VJ-10569,2023-08-12,01:00,Buenos Aires,Rosario,613.4,autopista,despejado,muy_alto,camion_mediano,3,0,0,21519,1,14.0493,843
VJ-10570,2023-09-18,11:00,Moron,Palermo,1013.0,autopista,despejado,alto,camion_grande,2,0,1,9667,0,19.2515,1155
VJ-10571,2024-01-07,02:00,Buenos Aires,Mar del Plata,1087.8,mixta,lluvia_leve,alto,semi_trailer,2,0,1,11460,0,44.7129,2683
VJ-10572,2022-09-05,05:00,Buenos Aires,Cordoba,734.7,autopista,despejado,moderado,camion_grande,5,0,1,18192,0,12.073,724
VJ-10573,2023-04-05,03:00,Tucuman,Cordoba,881.5,urbana,lluvia_fuerte,alto,camion_grande,2,0,1,21830,0,69.2399,4154
VJ-10574,2022-05-24,21:00,Quilmes,San Isidro,497.0,urbana,despejado,muy_alto,camion_mediano,2,0,0,23924,0,34.6912,2081
VJ-10575,2022-05-14,13:00,Cordoba,Mendoza,213.7,rural,niebla,moderado,camion_pequeno,3,0,1,2537,0,5.6692,340
VJ-10576,2023-05-17,15:00,Santa Fe,Buenos Aires,1222.1,urbana,despejado,moderado,semi_trailer,4,0,0,14920,0,54.4516,3267
VJ-10577,2023-01-14,15:00,Tucuman,Cordoba,975.3,rural,despejado,moderado,camion_pequeno,3,0,1,5639,0,18.1856,1091
VJ-10578,2023-05-13,03:00,Buenos Aires,Rosario,66.0,mixta,despejado,moderado,camion_grande,1,0,0,12770,0,2.0314,122
VJ-10579,2022-02-15,15:00,Buenos Aires,Mendoza,309.7,urbana,granizo,moderado,camion_grande,5,0,1,18441,0,22.1271,1328
VJ-10580,2023-04-17,19:00,San Miguel,CABA,670.6,autopista,lluvia_leve,muy_alto,semi_trailer,5,1,1,5039,0,25.4222,1525
VJ-10581,2024-01-24,10:00,Quilmes,San Isidro,548.3,autopista,despejado,moderado,semi_trailer,3,0,0,22469,0,9.2302,554
VJ-10582,2023-07-09,20:00,Buenos Aires,Rosario,789.9,rural,lluvia_fuerte,moderado,camion_grande,0,0,0,6805,0,23.3721,1402
VJ-10583,2023-08-17,06:00,Buenos Aires,Mar del Plata,1347.7,mixta,lluvia_leve,bajo,camion_mediano,2,0,1,23621,0,29.2309,1754
VJ-10584,2022-09-21,13:00,Lomas de Zamora,Pilar,482.5,autopista,despejado,bajo,camion_pequeno,1,0,1,17798,0,5.2051,312
VJ-10585,2022-07-05,21:00,Rosario,Cordoba,436.4,rural,despejado,alto,camion_mediano,3,0,1,20635,0,11.0581,663
VJ-10586,2022-09-03,12:00,Buenos Aires,La Plata,1251.3,autopista,despejado,moderado,semi_trailer,2,0,0,4463,1,19.1801,1151
VJ-10587,2022-01-20,02:00,Lomas de Zamora,Pilar,656.1,mixta,granizo,moderado,camion_grande,3,0,0,13852,0,25.4837,1529
VJ-10588,2022-05-26,14:00,San Miguel,CABA,433.4,urbana,despejado,moderado,camion_mediano,3,0,1,21333,0,18.0667,1084
VJ-10589,2023-05-09,19:00,Tucuman,Cordoba,11.4,mixta,granizo,alto,camion_pequeno,3,1,0,5984,1,1.4153,85
VJ-10590,2022-03-13,09:00,Rosario,Cordoba,823.4,mixta,granizo,muy_alto,camion_mediano,4,1,1,24721,0,57.4204,3445
VJ-10591,2022-09-09,20:00,Buenos Aires,Cordoba,1238.7,autopista,niebla,bajo,camion_grande,2,0,1,23691,0,18.7418,1125
VJ-10592,2022-01-05,04:00,Cordoba,Mendoza,32.1,autopista,despejado,muy_alto,camion_grande,5,0,0,567,0,3.0173,181
VJ-10593,2023-01-21,14:00,Lanus,San Martin,758.7,mixta,lluvia_fuerte,moderado,camion_pequeno,5,0,0,12066,0,23.6363,1418
VJ-10594,2024-02-16,06:00,Cordoba,Mendoza,183.4,mixta,despejado,alto,camion_pequeno,2,0,0,7758,0,6.1686,370
VJ-10595,2022-08-03,08:00,Buenos Aires,Rosario,1354.5,autopista,niebla,moderado,semi_trailer,0,1,0,23570,0,26.4071,1584
VJ-10596,2023-08-02,21:00,Tigre,Ezeiza,247.0,mixta,despejado,moderado,semi_trailer,1,0,0,22525,0,6.7094,403
VJ-10597,2023-09-22,00:00,Buenos Aires,Cordoba,276.7,autopista,granizo,alto,camion_grande,5,0,0,23207,0,8.9742,538
VJ-10598,2023-11-28,13:00,Tucuman,Cordoba,1196.9,mixta,despejado,moderado,camion_pequeno,2,0,0,13832,0,24.739,1484
VJ-10599,2024-01-26,06:00,Buenos Aires,La Plata,449.6,rural,despejado,muy_alto,semi_trailer,3,0,0,19237,0,20.9972,1260
VJ-10600,2023-03-19,02:00,Quilmes,San Isidro,238.6,mixta,granizo,muy_alto,camion_mediano,2,0,0,3669,1,16.3347,980
VJ-10601,2023-09-27,16:00,Cordoba,Mendoza,1167.2,autopista,despejado,moderado,camion_grande,2,0,0,2889,0,16.137,968
VJ-10602,2022-05-11,10:00,Buenos Aires,Rosario,1284.2,mixta,lluvia_leve,bajo,camion_pequeno,3,0,0,23220,1,26.2213,1573
VJ-10603,2023-09-06,12:00,San Miguel,CABA,419.9,mixta,despejado,alto,camion_pequeno,3,0,1,13971,0,13.1098,787
VJ-10604,2023-04-10,03:00,San Miguel,CABA,1233.1,urbana,despejado,moderado,semi_trailer,4,0,0,22643,0,55.118,3307
VJ-10605,2022-07-10,11:00,Buenos Aires,La Plata,895.9,urbana,lluvia_leve,alto,camion_mediano,2,0,0,24244,0,48.3477,2901
VJ-10606,2022-05-31,11:00,Lomas de Zamora,Pilar,723.2,urbana,despejado,moderado,semi_trailer,5,0,0,18232,0,32.7254,1964
VJ-10607,2022-12-16,06:00,Buenos Aires,La Plata,596.7,rural,despejado,moderado,camion_pequeno,1,0,0,7094,0,10.1305,608
VJ-10608,2022-02-13,10:00,Santa Fe,Buenos Aires,866.4,mixta,lluvia_leve,moderado,camion_grande,3,0,1,15386,0,27.775,1666
VJ-10609,2022-01-07,23:00,Quilmes,San Isidro,1031.1,rural,despejado,bajo,semi_trailer,2,0,0,13617,1,18.2977,1098
VJ-10610,2022-01-31,18:00,Buenos Aires,Rosario,622.2,autopista,despejado,moderado,camion_grande,5,1,0,12293,1,10.0133,601
VJ-10611,2022-05-21,08:00,Rosario,Cordoba,282.4,rural,despejado,alto,camion_mediano,1,1,0,1187,0,7.3267,440
VJ-10612,2023-10-01,21:00,Lomas de Zamora,Pilar,343.8,urbana,despejado,bajo,semi_trailer,2,0,1,17766,0,13.3268,800
VJ-10613,2022-02-17,19:00,Buenos Aires,Cordoba,975.2,rural,lluvia_fuerte,moderado,semi_trailer,2,1,0,21345,0,30.5768,1835
VJ-10614,2023-08-22,20:00,San Miguel,CABA,465.5,rural,niebla,moderado,camion_mediano,0,0,0,4643,0,10.7238,643
VJ-10615,2023-05-10,05:00,Santa Fe,Buenos Aires,703.0,urbana,despejado,moderado,camion_grande,3,0,0,12751,0,29.7435,1785
VJ-10616,2023-03-12,14:00,Santa Fe,Buenos Aires,298.0,mixta,despejado,moderado,camion_pequeno,1,0,0,13472,0,6.0614,364
VJ-10617,2023-09-29,11:00,Cordoba,Mendoza,420.1,autopista,lluvia_leve,bajo,camion_pequeno,4,0,1,1848,0,5.5387,332
VJ-10618,2022-03-19,00:00,Santa Fe,Buenos Aires,450.7,mixta,despejado,moderado,semi_trailer,3,0,1,8160,0,15.0531,903
VJ-10619,2022-12-04,01:00,Tucuman,Cordoba,174.8,urbana,lluvia_fuerte,muy_alto,camion_pequeno,2,0,0,11436,1,18.0588,1084
VJ-10620,2022-11-03,23:00,Quilmes,San Isidro,1397.8,autopista,despejado,moderado,camion_mediano,5,0,0,9056,1,16.9746,1018
VJ-10621,2023-06-13,07:00,Buenos Aires,Mendoza,1213.0,urbana,despejado,alto,camion_mediano,1,1,0,7377,0,67.7882,4067
VJ-10622,2023-03-26,13:00,Tucuman,Cordoba,445.2,mixta,lluvia_fuerte,moderado,camion_pequeno,1,0,0,23370,0,12.9975,780
VJ-10623,2023-02-18,10:00,San Miguel,CABA,1136.5,rural,despejado,alto,semi_trailer,2,0,1,14449,0,33.9235,2035
VJ-10624,2023-08-11,10:00,Quilmes,San Isidro,1291.8,autopista,despejado,bajo,camion_pequeno,1,0,0,20259,0,13.2213,793
VJ-10625,2023-11-23,20:00,Buenos Aires,Mendoza,467.1,urbana,lluvia_leve,bajo,camion_pequeno,3,0,0,3555,1,15.4524,927
VJ-10626,2023-01-13,09:00,Buenos Aires,La Plata,404.5,mixta,despejado,moderado,semi_trailer,1,1,0,2793,0,12.4897,749
VJ-10627,2022-07-30,12:00,Buenos Aires,Mendoza,674.8,mixta,despejado,bajo,semi_trailer,0,0,0,7265,1,16.9445,1017
VJ-10628,2022-05-27,22:00,Tigre,Ezeiza,826.6,mixta,despejado,moderado,camion_grande,4,0,0,9525,0,23.0012,1380
VJ-10629,2023-04-13,23:00,Buenos Aires,Mar del Plata,653.1,autopista,niebla,alto,semi_trailer,0,0,1,21677,0,16.1714,970
VJ-10630,2023-11-06,19:00,Tigre,Ezeiza,586.9,autopista,despejado,muy_alto,camion_mediano,1,1,0,15502,0,14.1593,850
VJ-10631,2023-02-26,22:00,Buenos Aires,La Plata,936.7,rural,niebla,bajo,camion_grande,0,0,0,7619,0,18.5839,1115
VJ-10632,2022-02-15,13:00,Tucuman,Cordoba,711.1,urbana,granizo,bajo,camion_pequeno,2,0,0,8782,0,32.9184,1975
VJ-10633,2024-02-06,08:00,Quilmes,San Isidro,561.4,mixta,despejado,muy_alto,camion_mediano,0,1,1,4972,0,26.5647,1594
VJ-10634,2022-07-01,05:00,Santa Fe,Buenos Aires,205.0,urbana,despejado,alto,semi_trailer,2,0,1,1091,0,12.1083,726
VJ-10635,2023-12-15,01:00,Buenos Aires,Rosario,257.3,urbana,lluvia_leve,bajo,camion_grande,5,0,0,17942,0,10.4601,628
VJ-10636,2022-09-02,12:00,Moron,Palermo,841.5,urbana,despejado,moderado,camion_pequeno,0,0,0,8682,0,29.0292,1742
VJ-10637,2023-06-09,21:00,Buenos Aires,La Plata,316.6,autopista,niebla,alto,camion_pequeno,0,0,1,5973,1,6.4521,387
VJ-10638,2022-11-28,13:00,Cordoba,Mendoza,1308.7,autopista,lluvia_leve,bajo,camion_mediano,3,0,1,7505,1,15.0902,905
VJ-10639,2024-02-25,01:00,Buenos Aires,Mendoza,913.4,rural,despejado,bajo,camion_grande,2,0,1,7661,0,15.6755,941
VJ-10640,2022-06-29,12:00,Buenos Aires,Rosario,1374.2,rural,despejado,bajo,camion_grande,5,0,0,23231,1,24.552,1473
VJ-10641,2022-01-14,23:00,Tigre,Ezeiza,541.5,mixta,despejado,bajo,semi_trailer,5,0,1,19750,0,13.3591,802
VJ-10642,2023-01-20,04:00,San Miguel,CABA,871.5,urbana,despejado,alto,camion_mediano,0,0,0,10219,0,46.9851,2819
VJ-10643,2022-10-23,16:00,San Miguel,CABA,451.4,mixta,lluvia_fuerte,moderado,camion_grande,0,0,0,14095,0,16.34,980
VJ-10644,2023-09-15,07:00,Buenos Aires,Mar del Plata,1270.2,autopista,despejado,moderado,camion_pequeno,5,1,0,23315,0,16.6716,1000
VJ-10645,2022-07-29,06:00,Moron,Palermo,82.4,urbana,despejado,moderado,camion_mediano,1,0,1,6191,0,3.225,194
VJ-10646,2023-10-13,19:00,Buenos Aires,Rosario,350.4,mixta,lluvia_fuerte,alto,camion_mediano,1,1,1,9850,0,15.6957,942
VJ-10647,2023-01-26,13:00,Cordoba,Mendoza,712.4,mixta,despejado,moderado,semi_trailer,5,0,0,16294,1,20.8578,1251
VJ-10648,2023-05-08,09:00,Buenos Aires,Rosario,367.6,autopista,lluvia_leve,moderado,camion_mediano,3,1,0,12792,0,6.2452,375
VJ-10649,2022-11-12,12:00,Buenos Aires,Cordoba,693.1,rural,despejado,alto,camion_grande,3,0,0,12727,0,20.408,1224
VJ-10650,2024-02-29,05:00,San Miguel,CABA,544.9,urbana,despejado,bajo,camion_pequeno,4,0,1,14796,0,16.3734,982
VJ-10651,2023-11-24,15:00,Santa Fe,Buenos Aires,1032.6,autopista,lluvia_leve,alto,semi_trailer,1,0,1,12342,0,22.9772,1379
VJ-10652,2024-02-29,18:00,Moron,Palermo,363.5,rural,despejado,alto,camion_mediano,4,1,0,5789,1,9.6064,576
VJ-10653,2023-11-06,08:00,Quilmes,San Isidro,240.5,urbana,lluvia_leve,moderado,semi_trailer,3,1,0,16905,0,12.7825,767
VJ-10654,2024-02-06,11:00,San Miguel,CABA,161.9,autopista,lluvia_fuerte,alto,camion_pequeno,4,0,0,9315,0,4.6622,280
VJ-10655,2022-07-10,09:00,Tigre,Ezeiza,739.7,mixta,despejado,moderado,semi_trailer,5,1,0,6091,1,26.4401,1586
VJ-10656,2022-07-16,05:00,Buenos Aires,Mar del Plata,798.3,mixta,despejado,muy_alto,semi_trailer,1,0,1,6487,0,47.9404,2876
VJ-10657,2023-05-05,08:00,Moron,Palermo,129.1,urbana,niebla,moderado,camion_grande,0,1,1,1472,0,6.3352,380
VJ-10658,2023-06-17,03:00,Lomas de Zamora,Pilar,934.8,urbana,despejado,moderado,camion_pequeno,0,0,1,737,0,32.1116,1927
VJ-10659,2022-12-31,11:00,Santa Fe,Buenos Aires,1399.2,autopista,lluvia_leve,moderado,camion_grande,1,0,0,12900,0,19.4424,1167
VJ-10660,2023-12-18,00:00,Lomas de Zamora,Pilar,1018.1,urbana,despejado,alto,semi_trailer,1,0,0,17887,0,61.0381,3662
VJ-10661,2024-01-24,00:00,Moron,Palermo,1380.8,mixta,lluvia_leve,alto,camion_pequeno,2,0,0,1999,0,48.8938,2934
VJ-10662,2022-10-28,21:00,Santa Fe,Buenos Aires,494.2,rural,lluvia_leve,moderado,camion_pequeno,3,0,0,3791,0,10.3911,623
VJ-10663,2023-05-09,14:00,Lanus,San Martin,1167.0,urbana,despejado,alto,camion_grande,4,0,1,15123,0,56.0074,3360
VJ-10664,2024-02-24,00:00,Buenos Aires,Mar del Plata,156.6,rural,despejado,alto,camion_pequeno,5,0,1,11198,0,5.0207,301
VJ-10665,2023-09-08,10:00,Lanus,San Martin,135.7,urbana,lluvia_leve,muy_alto,semi_trailer,5,0,0,19373,0,13.8825,833
VJ-10666,2022-10-25,13:00,Cordoba,Mendoza,918.9,mixta,niebla,alto,semi_trailer,4,0,0,7825,0,49.4206,2965
VJ-10667,2023-08-28,12:00,Lanus,San Martin,187.1,rural,lluvia_fuerte,bajo,camion_grande,2,0,0,555,0,5.055,303
VJ-10668,2023-02-09,16:00,Tigre,Ezeiza,1118.6,mixta,granizo,moderado,camion_grande,1,0,0,19858,0,45.0722,2704
VJ-10669,2022-11-24,04:00,Tigre,Ezeiza,214.9,autopista,niebla,moderado,semi_trailer,2,0,0,23534,1,4.7483,285
VJ-10670,2022-12-08,15:00,Quilmes,San Isidro,887.2,urbana,despejado,alto,semi_trailer,1,0,0,12843,1,51.8149,3109
VJ-10671,2022-06-13,12:00,Lanus,San Martin,1200.9,rural,lluvia_fuerte,bajo,camion_mediano,5,0,0,22102,0,23.3534,1401
VJ-10672,2022-07-19,02:00,Tucuman,Cordoba,1063.2,mixta,despejado,alto,camion_grande,3,0,0,9774,0,36.0406,2162
VJ-10673,2022-05-29,04:00,Cordoba,Mendoza,919.9,urbana,niebla,alto,semi_trailer,4,0,0,16308,0,70.8015,4248
VJ-10674,2022-06-22,12:00,Lomas de Zamora,Pilar,952.9,rural,lluvia_fuerte,bajo,camion_pequeno,1,0,0,14495,0,20.847,1251
VJ-10675,2022-09-04,20:00,Buenos Aires,Cordoba,834.8,urbana,despejado,moderado,camion_grande,1,0,0,8528,1,36.5064,2190
VJ-10676,2022-01-12,12:00,Rosario,Cordoba,1091.0,rural,lluvia_leve,moderado,camion_pequeno,5,0,1,21903,0,23.7277,1424
VJ-10677,2023-10-23,03:00,Moron,Palermo,390.5,rural,despejado,moderado,semi_trailer,5,0,0,6434,0,10.9701,658
VJ-10678,2023-06-27,00:00,Rosario,Cordoba,573.4,rural,despejado,bajo,camion_mediano,5,0,0,18077,0,9.283,557
VJ-10679,2022-11-18,22:00,Quilmes,San Isidro,261.1,urbana,lluvia_fuerte,bajo,camion_pequeno,4,0,1,18677,0,10.8732,652
VJ-10680,2023-07-12,02:00,Buenos Aires,Cordoba,1193.5,rural,lluvia_leve,bajo,camion_grande,0,0,0,17085,0,23.4008,1404
VJ-10681,2022-12-27,04:00,Buenos Aires,Mar del Plata,926.2,autopista,despejado,muy_alto,camion_grande,3,0,0,23277,0,26.5172,1591
VJ-10682,2023-09-09,04:00,Tucuman,Cordoba,339.6,rural,lluvia_leve,alto,camion_pequeno,1,0,0,7552,0,8.7564,525
VJ-10683,2023-12-13,12:00,Quilmes,San Isidro,913.2,mixta,despejado,moderado,semi_trailer,1,0,0,8828,0,25.5377,1532
VJ-10684,2023-03-06,21:00,Buenos Aires,Mar del Plata,1003.1,urbana,lluvia_leve,moderado,camion_mediano,4,0,0,17258,0,40.6257,2438
VJ-10685,2022-04-02,21:00,Buenos Aires,Mendoza,183.2,urbana,granizo,bajo,camion_grande,0,0,0,2661,0,9.8118,589
VJ-10686,2022-05-07,07:00,Cordoba,Mendoza,23.7,autopista,despejado,muy_alto,camion_grande,3,1,0,3940,0,1.5092,91
VJ-10687,2024-02-09,03:00,Tigre,Ezeiza,776.6,mixta,despejado,moderado,camion_grande,4,0,0,6095,0,19.9253,1196
VJ-10688,2024-01-24,04:00,Cordoba,Mendoza,964.5,mixta,despejado,bajo,camion_pequeno,5,0,0,5175,0,19.4657,1168
VJ-10689,2023-06-18,14:00,Cordoba,Mendoza,264.5,rural,lluvia_leve,moderado,semi_trailer,2,0,0,9538,0,7.304,438
VJ-10690,2022-04-06,02:00,Lanus,San Martin,575.1,rural,despejado,alto,camion_grande,2,0,0,3013,0,17.1891,1031
VJ-10691,2023-11-25,04:00,Tucuman,Cordoba,951.1,mixta,niebla,bajo,semi_trailer,5,0,0,17375,0,30.8188,1849
VJ-10692,2023-11-09,17:00,Quilmes,San Isidro,1002.7,urbana,despejado,alto,camion_pequeno,5,1,0,8502,0,50.1756,3011
VJ-10693,2023-01-24,04:00,Tucuman,Cordoba,253.0,urbana,lluvia_leve,muy_alto,camion_mediano,2,0,0,2168,0,18.83,1130
VJ-10694,2023-08-06,09:00,Buenos Aires,Rosario,413.2,autopista,niebla,moderado,camion_pequeno,3,1,1,573,0,8.0634,484
VJ-10695,2022-01-06,19:00,Moron,Palermo,89.9,urbana,granizo,muy_alto,semi_trailer,0,1,0,10276,0,11.5565,693
VJ-10696,2023-05-15,16:00,Quilmes,San Isidro,693.9,rural,despejado,bajo,semi_trailer,0,0,0,5536,0,12.4598,748
VJ-10697,2022-06-15,03:00,Santa Fe,Buenos Aires,755.6,mixta,despejado,moderado,camion_mediano,2,0,0,22004,0,16.9527,1017
VJ-10698,2022-02-02,01:00,Quilmes,San Isidro,163.8,mixta,despejado,alto,camion_mediano,2,0,1,14297,0,5.6349,338
VJ-10699,2024-01-30,04:00,Moron,Palermo,1121.7,autopista,despejado,moderado,semi_trailer,5,0,0,13603,0,20.7598,1246
VJ-10700,2023-11-26,16:00,Buenos Aires,Mendoza,185.3,rural,despejado,bajo,camion_pequeno,2,0,1,22927,0,3.1687,190
VJ-10701,2022-10-15,19:00,Buenos Aires,La Plata,1067.7,mixta,despejado,alto,camion_pequeno,1,1,1,17252,1,32.2834,1937
VJ-10702,2022-07-13,03:00,Tigre,Ezeiza,285.8,autopista,granizo,bajo,semi_trailer,5,0,0,16960,0,7.3456,441
VJ-10703,2023-01-25,00:00,Buenos Aires,Mar del Plata,1301.4,urbana,despejado,bajo,camion_mediano,3,0,0,3479,0,36.4612,2188
VJ-10704,2022-12-26,01:00,Rosario,Cordoba,718.7,rural,despejado,moderado,camion_pequeno,5,0,0,9322,0,14.214,853
VJ-10705,2022-09-16,08:00,Buenos Aires,Cordoba,304.6,urbana,despejado,muy_alto,camion_grande,3,1,0,3801,0,28.5733,1714
VJ-10706,2023-08-27,10:00,Cordoba,Mendoza,959.3,autopista,despejado,bajo,camion_pequeno,1,0,0,12341,0,8.9423,537
VJ-10707,2022-03-18,06:00,Buenos Aires,Mar del Plata,67.0,mixta,despejado,bajo,camion_pequeno,5,0,1,15106,0,3.4248,205
VJ-10708,2022-09-16,01:00,San Miguel,CABA,751.6,autopista,despejado,moderado,camion_mediano,1,0,1,14203,0,9.8874,593
VJ-10709,2022-06-20,15:00,Tucuman,Cordoba,1276.1,autopista,niebla,moderado,camion_pequeno,0,0,0,17010,0,17.2196,1033
VJ-10710,2023-06-30,06:00,Quilmes,San Isidro,1114.2,rural,despejado,muy_alto,camion_pequeno,5,0,0,13525,0,41.3643,2482
VJ-10711,2023-06-10,05:00,Lomas de Zamora,Pilar,297.6,mixta,lluvia_leve,moderado,camion_grande,0,0,0,19902,0,8.4851,509
VJ-10712,2023-10-17,07:00,Quilmes,San Isidro,777.5,autopista,despejado,moderado,camion_grande,1,1,1,8305,0,12.1823,731
VJ-10713,2022-11-29,20:00,Rosario,Cordoba,753.1,urbana,lluvia_leve,bajo,camion_mediano,0,0,0,20329,0,22.2081,1332
VJ-10714,2022-10-14,20:00,Quilmes,San Isidro,461.2,autopista,lluvia_fuerte,moderado,camion_grande,0,0,0,12148,0,9.5489,573
VJ-10715,2022-10-03,19:00,Tigre,Ezeiza,1219.3,urbana,lluvia_fuerte,muy_alto,camion_grande,5,1,0,14989,0,134.0795,8045
VJ-10716,2022-06-30,02:00,Moron,Palermo,522.4,mixta,despejado,bajo,semi_trailer,3,0,0,15553,1,11.5862,695
VJ-10717,2022-09-09,19:00,Moron,Palermo,1146.3,autopista,despejado,moderado,camion_mediano,5,1,1,5202,1,16.1165,967
VJ-10718,2023-10-22,12:00,Moron,Palermo,848.6,mixta,despejado,moderado,camion_pequeno,3,0,1,944,0,20.9534,1257
VJ-10719,2022-03-29,17:00,Rosario,Cordoba,1341.1,rural,granizo,alto,camion_pequeno,0,1,0,11588,0,50.339,3020
VJ-10720,2022-01-22,17:00,Santa Fe,Buenos Aires,224.8,mixta,niebla,alto,semi_trailer,0,1,0,21061,0,11.3557,681
VJ-10721,2023-12-02,04:00,Tucuman,Cordoba,325.1,mixta,despejado,muy_alto,camion_pequeno,3,0,0,9899,0,15.481,929
VJ-10722,2022-03-28,11:00,Lanus,San Martin,151.4,urbana,despejado,muy_alto,camion_mediano,2,0,1,11435,1,11.3507,681
VJ-10723,2022-04-17,09:00,Tucuman,Cordoba,1251.4,autopista,lluvia_leve,muy_alto,camion_mediano,5,1,0,9904,0,36.2568,2175
VJ-10724,2024-01-09,20:00,Santa Fe,Buenos Aires,1106.5,autopista,granizo,alto,camion_pequeno,1,0,1,5342,0,30.374,1822
VJ-10725,2023-03-11,05:00,Buenos Aires,Rosario,459.0,mixta,granizo,moderado,camion_pequeno,1,0,0,12054,0,15.3816,923
VJ-10726,2022-08-24,15:00,Buenos Aires,Mendoza,542.6,autopista,despejado,muy_alto,camion_mediano,4,0,0,16641,0,14.1286,848
VJ-10727,2022-03-03,11:00,San Miguel,CABA,292.6,rural,lluvia_fuerte,bajo,camion_pequeno,0,0,0,4877,0,5.36,322
VJ-10728,2023-12-22,01:00,Cordoba,Mendoza,347.1,rural,despejado,bajo,semi_trailer,1,0,0,4341,0,6.4159,385
VJ-10729,2022-09-08,05:00,Buenos Aires,Mendoza,672.8,autopista,despejado,bajo,camion_pequeno,4,0,1,12468,1,6.8792,413
VJ-10730,2024-03-11,09:00,San Miguel,CABA,1049.9,mixta,despejado,moderado,camion_mediano,5,1,0,24176,0,26.4492,1587
VJ-10731,2022-09-22,21:00,Buenos Aires,La Plata,25.1,urbana,lluvia_leve,bajo,camion_mediano,3,0,0,15386,0,2.1184,127
VJ-10732,2023-02-15,16:00,Tucuman,Cordoba,387.8,autopista,lluvia_fuerte,moderado,camion_mediano,0,0,0,4600,0,6.7826,407
VJ-10733,2022-07-19,12:00,Quilmes,San Isidro,917.3,urbana,niebla,moderado,camion_grande,3,0,1,12672,0,49.3297,2960
VJ-10734,2022-01-12,05:00,Buenos Aires,Rosario,49.0,urbana,despejado,alto,camion_grande,2,0,0,2640,0,3.3237,199
VJ-10735,2022-01-09,01:00,Moron,Palermo,793.6,urbana,despejado,bajo,camion_pequeno,3,0,1,3554,0,24.4622,1468
VJ-10736,2022-12-06,11:00,Lomas de Zamora,Pilar,1055.1,autopista,granizo,moderado,camion_grande,5,0,0,23524,0,24.1686,1450
VJ-10737,2023-10-03,09:00,Lomas de Zamora,Pilar,825.0,rural,despejado,muy_alto,semi_trailer,0,1,1,22860,0,35.8121,2149
VJ-10738,2023-06-20,16:00,Quilmes,San Isidro,1078.7,rural,niebla,alto,camion_mediano,1,0,0,24378,0,31.4804,1889
VJ-10739,2023-09-14,21:00,Cordoba,Mendoza,65.6,autopista,despejado,alto,semi_trailer,5,0,0,7342,0,2.8124,169
VJ-10740,2022-10-30,15:00,Buenos Aires,Cordoba,770.5,mixta,despejado,bajo,camion_grande,0,0,1,10779,1,15.3987,924
VJ-10741,2023-08-06,14:00,Buenos Aires,Rosario,1380.7,urbana,despejado,alto,camion_grande,2,0,0,5102,0,77.839,4670
VJ-10742,2023-02-28,19:00,Cordoba,Mendoza,622.8,autopista,despejado,muy_alto,camion_mediano,4,1,0,12744,1,16.8212,1009
VJ-10743,2022-06-12,00:00,Moron,Palermo,982.6,urbana,lluvia_leve,moderado,camion_mediano,4,0,1,3950,0,46.203,2772
VJ-10744,2022-07-04,20:00,Tigre,Ezeiza,495.0,urbana,despejado,alto,camion_pequeno,3,0,0,15732,1,26.2837,1577
VJ-10745,2022-10-13,15:00,Lomas de Zamora,Pilar,486.0,mixta,despejado,moderado,camion_grande,4,0,1,24790,0,12.8109,769
VJ-10746,2023-01-06,19:00,Tucuman,Cordoba,455.1,rural,granizo,moderado,camion_mediano,0,1,0,2544,0,13.0178,781
VJ-10747,2022-11-02,02:00,Buenos Aires,Mar del Plata,360.4,urbana,granizo,alto,camion_grande,1,0,1,9475,0,29.5975,1776
VJ-10748,2024-02-11,02:00,Santa Fe,Buenos Aires,265.9,mixta,lluvia_leve,alto,camion_grande,0,0,0,14542,0,10.6359,638
VJ-10749,2023-09-04,18:00,Santa Fe,Buenos Aires,503.0,mixta,lluvia_leve,muy_alto,semi_trailer,5,1,0,825,0,38.3342,2300
VJ-10750,2023-11-22,04:00,Quilmes,San Isidro,29.7,rural,despejado,muy_alto,camion_grande,3,0,0,10868,1,2.1664,130
VJ-10751,2023-09-08,06:00,Santa Fe,Buenos Aires,60.7,rural,lluvia_leve,moderado,camion_pequeno,5,0,0,18394,0,2.7999,168
